Trial,Depth,Density,Cohesion,Sediment_Strength,Fault_Dip,Fault_Seed,Conversion_Factor,Slip,VD_HW,HD_HW,Scarp_Height,Us - Ud,Us_x,Us_y,DZW,DZW xmin,DZW xmin_y,DZW xmax,DZW xmax_y,DZW xmax_y0,Scarp_Dip,Fit_Scarp_Dip,Usx - DZWxmin,Usy - DZWxminy,Scarp_Class
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.0207,0.0531,-0.083,-0.228,0.145,10.226,51.771,15.173,50.756,1.014,-0.021,51.771,15.173,NA,90.0,NA,NA,NA,Pressure Ridge Collapse
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02088,0.1063,-0.084,-0.23,0.23,10.294,52.221,15.305,16.307,1.817,15.117,18.124,15.117,NA,179.614,NA,NA,NA,Pressure Ridge Collapse
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.155,-0.061,-0.164,0.082,10.143,23.538,15.051,-1.022,1.002,-0.02,-0.02,15.092,NA,179.801,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.2037,-0.041,-0.102,0.123,10.164,23.518,15.092,-1.022,1.002,-0.02,-0.02,15.113,NA,179.701,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.2569,-0.02,-0.061,0.164,10.184,23.518,15.133,7.198,23.518,15.133,30.716,15.01,NA,1.302,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.3056,0.0,0.0,0.204,10.205,23.477,15.174,10.879,21.8,15.072,32.679,15.01,NA,1.273,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.3543,0.0,0.0,0.245,10.225,25.787,15.215,12.945,21.657,15.092,34.601,15.01,NA,1.595,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.403,0.02,0.061,0.184,10.143,33.783,15.153,15.092,20.164,15.113,35.256,15.01,NA,7.125,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.4562,0.041,0.102,0.266,10.205,31.329,15.235,15.971,19.796,15.133,35.767,15.01,NA,3.428,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.5049,0.061,0.164,0.266,10.205,32.066,15.235,18.466,17.751,15.153,36.217,15.01,NA,3.664,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.5536,0.082,0.225,0.327,10.245,31.329,15.297,19.693,16.749,15.153,36.442,15.01,NA,3.662,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.6067,0.102,0.286,0.368,10.266,31.288,15.338,20.614,15.869,15.174,36.483,15.01,NA,4.054,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.6554,0.123,0.327,0.409,10.286,31.288,15.378,21.125,15.501,15.194,36.626,15.01,NA,4.382,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.7042,0.123,0.327,0.429,10.286,31.268,15.399,21.452,15.153,15.215,36.606,15.01,NA,4.6,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.7573,0.143,0.389,0.47,10.307,31.248,15.44,22.761,13.886,15.235,36.646,15.01,NA,4.979,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.806,0.164,0.45,0.491,10.307,31.248,15.46,24.826,11.677,15.256,36.503,15.01,NA,5.335,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.8547,0.184,0.511,0.552,10.368,29.141,15.522,26.053,10.511,15.256,36.565,15.01,NA,4.254,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.9079,0.204,0.552,0.552,10.348,31.207,15.522,26.094,10.532,15.276,36.626,15.01,NA,5.818,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,0.9566,0.225,0.613,0.593,10.368,31.207,15.562,26.217,10.409,15.297,36.626,15.01,NA,6.245,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.0053,0.245,0.675,0.654,10.409,29.121,15.624,26.38,10.307,15.317,36.687,15.01,NA,4.943,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.0585,0.266,0.736,0.695,10.43,29.121,15.665,26.156,10.409,15.338,36.565,15.01,NA,5.336,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.1072,0.266,0.736,0.675,10.389,31.186,15.644,26.299,10.286,15.358,36.585,15.01,NA,7.125,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.1559,0.286,0.777,0.757,10.45,29.08,15.726,26.196,10.389,15.378,36.585,15.01,NA,5.757,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.2046,0.307,0.838,0.777,10.47,29.08,15.746,26.565,10.184,15.378,36.749,15.01,NA,5.786,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.2578,0.327,0.9,0.818,10.491,29.059,15.787,26.667,10.164,15.399,36.83,15.01,NA,6.009,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.3065,0.348,0.961,0.838,10.491,29.059,15.808,27.648,9.182,15.419,36.83,15.01,NA,6.158,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.3552,0.368,1.002,0.879,10.511,29.059,15.849,26.687,10.164,15.44,36.851,15.01,NA,6.439,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.4083,0.389,1.063,0.859,10.47,31.125,15.828,26.769,10.061,15.46,36.83,15.01,NA,8.561,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.457,0.389,1.063,0.9,10.491,31.125,15.869,26.626,10.082,15.481,36.708,15.01,NA,9.156,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.5058,0.409,1.125,0.961,10.532,29.039,15.931,26.81,10.061,15.501,36.871,15.01,NA,6.996,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.5589,0.429,1.186,1.002,10.552,29.019,15.971,26.892,10.02,15.501,36.912,15.01,NA,7.235,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.6076,0.45,1.227,1.022,10.573,29.019,15.992,27.771,9.162,15.522,36.933,15.01,NA,7.362,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.6563,0.47,1.288,1.002,10.532,31.104,15.971,26.892,10.02,15.542,36.912,15.01,NA,9.789,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.7095,0.491,1.35,1.022,10.532,31.084,15.992,27.996,8.896,15.562,36.892,15.01,NA,9.985,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.7582,0.511,1.411,1.104,10.593,28.998,16.074,27.771,9.039,15.583,36.81,15.01,NA,8.046,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.8069,0.511,1.411,1.125,10.593,28.998,16.094,27.935,8.957,15.603,36.892,15.01,NA,8.109,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.8556,0.532,1.452,1.186,10.634,27.771,16.156,27.71,9.121,15.624,36.83,15.01,NA,7.459,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.9088,0.552,1.513,1.207,10.654,27.771,16.176,27.771,9.039,15.644,36.81,15.01,NA,7.603,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,1.9575,0.573,1.575,1.227,10.654,27.792,16.196,28.037,8.855,15.644,36.892,15.01,NA,7.679,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,2.0062,0.593,1.636,1.247,10.654,28.937,16.217,28.426,8.446,15.665,36.871,15.01,NA,8.935,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,2.0593,0.613,1.677,1.288,10.675,29.08,16.258,28.303,8.65,15.685,36.953,15.01,NA,9.293,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,2.1081,0.634,1.738,1.309,10.675,29.059,16.278,28.201,8.65,15.706,36.851,15.01,NA,9.535,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,2.1568,0.634,1.738,1.35,10.695,29.059,16.319,28.18,8.732,15.726,36.912,15.01,NA,9.752,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,2.2099,0.654,1.8,1.37,10.695,29.059,16.34,28.241,8.671,15.746,36.912,15.01,NA,9.897,NA,NA,NA,Pressure Ridge
D10_coh1.0e+05_ten1.0e+05_dip20_FS0.25,10,Dense,1.0E+05,Weak,20,0.25,0.02045,2.2586,0.675,1.861,1.411,10.736,28.998,16.38,28.364,8.589,15.746,36.953,15.01,NA,10.058,NA,NA,NA,Pressure Ridge
